#count	p	M	suscet	U4 
#---------------------------------------------------------------------------
32647	    0.077500	    0.575998	   24.451713	    0.476276
32648	    0.078000	    0.582565	   24.485977	    0.481350
32649	    0.078500	    0.566120	   24.279603	    0.468264
32650	    0.079000	    0.546712	   24.274427	    0.450724
32651	    0.079500	    0.566349	   24.150184	    0.470870
32652	    0.080000	    0.566662	   23.291706	    0.475559
32653	    0.080500	    0.546306	   24.082389	    0.451703
32654	    0.081000	    0.563027	   23.658144	    0.471017
32655	    0.081500	    0.553371	   24.218150	    0.459828
32656	    0.082000	    0.530083	   24.367444	    0.436573
32657	    0.082500	    0.551824	   23.755083	    0.461909
32658	    0.083000	    0.528763	   24.084414	    0.436568
32659	    0.083500	    0.525843	   24.221908	    0.433741
32660	    0.084000	    0.530952	   24.721873	    0.435649
32661	    0.084500	    0.526609	   24.003942	    0.436182
32662	    0.085000	    0.512078	   23.853101	    0.421389
32663	    0.085500	    0.501292	   23.822373	    0.408053
32664	    0.086000	    0.517967	   24.098787	    0.425692
32665	    0.086500	    0.505243	   23.796044	    0.414192
32666	    0.087000	    0.506956	   24.199216	    0.415162
32667	    0.087500	    0.505288	   24.143553	    0.412947
32668	    0.088000	    0.507267	   23.826429	    0.416020
32669	    0.088500	    0.503172	   23.690951	    0.414519
32670	    0.089000	    0.472239	   23.470413	    0.371659
32671	    0.089500	    0.484666	   23.684660	    0.391877
32672	    0.090000	    0.466310	   23.340402	    0.363797
32673	    0.090500	    0.461800	   23.735265	    0.356702
32674	    0.091000	    0.474634	   23.500851	    0.379111
32675	    0.091500	    0.479256	   23.930303	    0.383374
32676	    0.092000	    0.488708	   23.358899	    0.400834
32677	    0.092500	    0.449752	   23.510021	    0.339115
32678	    0.093000	    0.460272	   23.118637	    0.364791
32679	    0.093500	    0.440513	   22.813673	    0.329681
32680	    0.094000	    0.456738	   23.482229	    0.354000
32681	    0.094500	    0.441970	   22.740969	    0.336700
32682	    0.095000	    0.456280	   23.605817	    0.352813
32683	    0.095500	    0.441027	   22.743635	    0.335615
32684	    0.096000	    0.453891	   22.910845	    0.356551
32685	    0.096500	    0.441922	   22.570644	    0.337638
32686	    0.097000	    0.437158	   21.909024	    0.335506
32687	    0.097500	    0.426903	   22.599557	    0.310867
32688	    0.098000	    0.411972	   21.695045	    0.288290
32689	    0.098500	    0.421743	   22.162489	    0.306451
32690	    0.099000	    0.407923	   21.570563	    0.283293
32691	    0.099500	    0.411027	   21.152604	    0.297132
32692	    0.100000	    0.405586	   21.199747	    0.284246
32693	    0.105000	    0.369080	   19.670855	    0.218675
32694	    0.110000	    0.338839	   17.404269	    0.169313
32695	    0.115000	    0.300321	   15.026994	    0.079194
32696	    0.120000	    0.277331	   13.404400	    0.017053
32697	    0.125000	    0.242180	   10.589953	   -0.071770
32698	    0.130000	    0.227136	    9.236142	   -0.095841
32699	    0.135000	    0.203904	    7.553881	   -0.156855
32700	    0.140000	    0.193949	    6.656733	   -0.142555
32701	    0.145000	    0.170687	    4.940175	   -0.153675
32702	    0.150000	    0.161077	    4.373823	   -0.154239
32703	    0.155000	    0.152597	    3.836751	   -0.133892
32704	    0.160000	    0.142635	    3.284343	   -0.116796
32705	    0.165000	    0.138045	    3.028023	   -0.099921
32706	    0.170000	    0.131706	    2.739105	   -0.093292
32707	    0.175000	    0.124230	    2.400914	   -0.079247
32708	    0.180000	    0.120715	    2.261702	   -0.079566
32709	    0.185000	    0.116591	    2.081179	   -0.059192
32710	    0.190000	    0.114053	    1.990735	   -0.058662
32711	    0.195000	    0.109767	    1.843131	   -0.059015
